                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.53995,                0.44708,                  1.029,                0.96721,                0.89071,                0.94844,                0.75239,                0.88128,                0.58945,                 1.3679,             0.00028058,             0.00028058,             0.00028058
                    153,                0.54658,                0.46791,                 1.0391,                0.93238,                0.89062,                0.94555,                 0.7437,                0.89612,                 0.6571,                 1.3679,             0.00027508,             0.00027508,             0.00027508
                    154,                0.53384,                0.43873,                 1.0367,                0.94996,                0.89143,                0.95575,                0.74691,                0.89395,                0.53098,                 1.3554,             0.00026958,             0.00026958,             0.00026958
                    155,                0.51302,                0.43425,                 1.0199,                0.93445,                0.91191,                0.95166,                0.73812,                0.89473,                 0.5209,                 1.3388,             0.00026408,             0.00026408,             0.00026408
                    156,                0.53768,                0.43392,                 1.0206,                0.89191,                0.94677,                0.95472,                0.73667,                0.89325,                0.52381,                 1.3423,             0.00025859,             0.00025859,             0.00025859
                    157,                0.53168,                0.44374,                 1.0366,                0.93798,                0.91967,                0.96342,                0.74981,                0.87621,                0.54085,                 1.3392,             0.00025309,             0.00025309,             0.00025309
                    158,                0.54348,                0.44445,                 1.0349,                 0.9495,                0.91322,                0.96143,                0.76055,                0.85266,                0.54245,                 1.3262,             0.00024759,             0.00024759,             0.00024759
                    159,                0.53041,                0.43451,                 1.0289,                0.91315,                0.92525,                0.94912,                0.75138,                 0.8338,                0.55929,                 1.3071,             0.00024209,             0.00024209,             0.00024209
                    160,                0.52705,                0.43896,                 1.0345,                0.91823,                0.92654,                 0.9504,                0.74896,                0.85147,                0.55154,                  1.314,             0.00023659,             0.00023659,             0.00023659
                    161,                0.51299,                0.43279,                 1.0222,                0.92631,                 0.9165,                0.95091,                0.75116,                0.84076,                0.51731,                 1.3181,             0.00023109,             0.00023109,             0.00023109
                    162,                0.51357,                0.44312,                 1.0333,                0.92206,                0.92259,                0.94561,                0.74798,                0.84014,                0.49229,                 1.3228,             0.00022559,             0.00022559,             0.00022559
                    163,                0.53467,                0.45076,                 1.0398,                0.91744,                0.93906,                0.95534,                0.75157,                0.83587,                0.47951,                 1.3193,             0.00022009,             0.00022009,             0.00022009
                    164,                0.54763,                 0.4597,                 1.0333,                0.90662,                0.93487,                0.94621,                0.74435,                0.83767,                0.51504,                 1.3414,             0.00021459,             0.00021459,             0.00021459
                    165,                0.53208,                0.42908,                 1.0185,                0.91508,                0.90873,                0.93795,                0.74062,                0.85519,                0.53829,                 1.3459,             0.00020909,             0.00020909,             0.00020909
                    166,                0.53717,                0.44441,                 1.0395,                0.91274,                 0.9333,                0.95333,                0.74532,                0.86626,                0.52484,                 1.3539,             0.00020359,             0.00020359,             0.00020359
                    167,                0.50604,                0.41821,                 1.0201,                 0.9308,                0.92479,                0.95246,                0.74994,                0.87574,                0.53044,                 1.3607,             0.00019809,             0.00019809,             0.00019809
                    168,                0.53176,                0.44868,                 1.0293,                0.92357,                 0.9407,                0.95296,                0.75053,                 0.8877,                0.52975,                  1.365,             0.00019259,             0.00019259,             0.00019259
                    169,                0.51556,                0.41482,                 1.0253,                0.94672,                0.90206,                0.95341,                 0.7481,                0.88015,                0.52626,                 1.3538,             0.00018709,             0.00018709,             0.00018709
                    170,                0.50244,                 0.4039,                 1.0168,                0.94692,                0.90721,                0.95618,                 0.7503,                0.87899,                0.51238,                 1.3518,             0.00018159,             0.00018159,             0.00018159
                    171,                0.49408,                0.40394,                 1.0015,                0.93885,                 0.9064,                0.95075,                0.74905,                0.86551,                0.50317,                 1.3372,             0.00017609,             0.00017609,             0.00017609
                    172,                0.51137,                0.42831,                 1.0246,                0.91368,                0.92104,                0.94763,                0.74331,                0.86946,                0.52179,                  1.342,             0.00017059,             0.00017059,             0.00017059
                    173,                0.49727,                0.40943,                 1.0047,                0.91997,                0.91413,                0.94993,                0.74914,                0.86326,                0.52121,                 1.3384,             0.00016509,             0.00016509,             0.00016509
                    174,                0.50061,                0.42373,                  1.019,                0.93843,                0.91971,                0.95289,                0.75876,                0.85566,                0.49511,                 1.3387,              0.0001596,              0.0001596,              0.0001596
                    175,                0.50912,                0.41775,                 1.0181,                0.95879,                0.88196,                0.94653,                0.75582,                0.85435,                0.50139,                 1.3556,              0.0001541,              0.0001541,              0.0001541
                    176,                0.49101,                 0.4036,                 1.0136,                0.91776,                0.91584,                0.95101,                0.75278,                0.84396,                0.49926,                 1.3373,              0.0001486,              0.0001486,              0.0001486
                    177,                0.52166,                0.44504,                 1.0374,                0.92067,                0.91192,                0.95294,                0.75558,                0.85483,                0.51652,                 1.3485,              0.0001431,              0.0001431,              0.0001431
                    178,                0.50473,                 0.4275,                 1.0125,                0.94514,                0.89615,                0.95229,                0.75759,                0.84339,                0.48856,                 1.3368,              0.0001376,              0.0001376,              0.0001376
                    179,                0.49483,                0.41251,                  1.017,                0.94912,                0.90484,                0.95542,                0.75389,                0.85894,                0.48008,                 1.3431,              0.0001321,              0.0001321,              0.0001321
                    180,                0.48288,                0.40244,                  1.006,                0.95221,                0.89949,                0.95113,                0.75264,                0.86889,                0.50449,                 1.3559,              0.0001266,              0.0001266,              0.0001266
                    181,                0.51314,                0.42127,                 1.0259,                 0.9598,                0.89537,                   0.95,                0.75427,                0.86434,                 0.5246,                 1.3436,              0.0001211,              0.0001211,              0.0001211
                    182,                0.48574,                0.41003,                 1.0131,                0.95792,                0.89561,                0.95119,                0.75851,                0.86241,                 0.5082,                 1.3424,              0.0001156,              0.0001156,              0.0001156
                    183,                 0.5029,                0.39538,                 1.0096,                0.94584,                0.89847,                0.95161,                0.75176,                0.85652,                0.50884,                 1.3377,              0.0001101,              0.0001101,              0.0001101
                    184,                0.46248,                0.38394,                 1.0029,                0.95485,                0.90454,                0.95703,                0.75668,                0.85182,                0.50783,                 1.3327,              0.0001046,              0.0001046,              0.0001046
                    185,                0.48882,                 0.4205,                 1.0129,                0.94693,                  0.904,                0.95446,                0.74841,                0.87466,                0.49645,                 1.3643,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    186,                0.46847,                0.39663,                 1.0031,                 0.9532,                0.89793,                0.95565,                 0.7561,                0.87376,                0.50096,                 1.3656,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    187,                 0.4995,                0.41162,                 1.0236,                0.95606,                0.89291,                0.95666,                0.75949,                0.87115,                0.50928,                 1.3552,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    188,                0.48673,                0.40329,                 1.0142,                0.95458,                0.89177,                0.95785,                0.75722,                0.86355,                0.50397,                  1.348,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    189,                0.48235,                0.39545,                  1.003,                0.95392,                0.90109,                 0.9567,                0.75749,                 0.8641,                0.48633,                 1.3483,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    190,                0.36477,                0.31182,                0.94801,                0.91773,                0.92881,                0.95063,                 0.7382,                0.86502,                0.49898,                 1.3567,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    191,                0.33972,                0.27412,                0.91806,                0.90727,                0.91865,                0.94541,                0.73098,                 0.8834,                0.54976,                 1.3762,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    192,                0.33457,                0.26789,                0.90893,                0.95221,                0.89092,                0.94793,                 0.7407,                0.87816,                0.56529,                 1.3753,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    193,                0.34263,                0.27776,                0.92545,                0.95895,                0.88928,                 0.9507,                0.74738,                0.88036,                0.55546,                 1.3825,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    194,                0.32977,                0.25918,                0.91483,                0.96083,                0.88646,                0.95341,                0.75308,                0.89351,                 0.5472,                 1.4031,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    195,                 0.3253,                0.24787,                0.90914,                0.96442,                 0.8879,                0.95455,                0.75495,                0.88444,                0.54048,                 1.3947,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    196,                0.30586,                0.23995,                0.89628,                0.96326,                0.88959,                0.95673,                 0.7578,                0.88254,                0.53981,                 1.3798,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    197,                0.30586,                0.23425,                0.88959,                0.96057,                0.88546,                0.95572,                0.75675,                0.87249,                0.53451,                 1.3741,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    198,                0.32045,                0.25311,                0.90924,                0.95658,                0.88858,                0.95575,                0.76031,                0.87241,                0.53616,                 1.3758,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    199,                0.30467,                0.23823,                0.90312,                0.95376,                0.88574,                0.95553,                0.75926,                0.87034,                0.54624,                 1.3768,             2.2109e-05,             2.2109e-05,             2.2109e-05
